"ClienteID";"NomeCliente";"Email";"DataRegistrazione"
1301;"Cliente 1301";"cliente1301@email.com";"2022-05-17 00:00:00"
1302;"Cliente 1302";"cliente1302@email.com";"2022-07-07 00:00:00"
1303;"Cliente 1303";"cliente1303@email.com";"2022-04-18 00:00:00"
1304;"Cliente 1304";"cliente1304@email.com";"2022-12-26 00:00:00"
1305;"Cliente 1305";"cliente1305@email.com";"2022-05-16 00:00:00"
1306;"Cliente 1306";"cliente1306@email.com";"2022-08-11 00:00:00"
1307;"Cliente 1307";"cliente1307@email.com";"2022-02-27 00:00:00"
1308;"Cliente 1308";"cliente1308@email.com";"2022-05-25 00:00:00"
1309;"Cliente 1309";"cliente1309@email.com";"2022-08-13 00:00:00"
1310;"Cliente 1310";"cliente1310@email.com";"2022-08-06 00:00:00"
1311;"Cliente 1311";"cliente1311@email.com";"2022-12-19 00:00:00"
1312;"Cliente 1312";"cliente1312@email.com";"2022-02-13 00:00:00"
1313;"Cliente 1313";"cliente1313@email.com";"2022-06-04 00:00:00"
1314;"Cliente 1314";"cliente1314@email.com";"2022-12-07 00:00:00"
1315;"Cliente 1315";"cliente1315@email.com";"2022-07-21 00:00:00"
1316;"Cliente 1316";"cliente1316@email.com";"2022-04-01 00:00:00"
1317;"Cliente 1317";"cliente1317@email.com";"2022-03-03 00:00:00"
1318;"Cliente 1318";"cliente1318@email.com";"2022-03-20 00:00:00"
1319;"Cliente 1319";"cliente1319@email.com";"2022-03-18 00:00:00"
1320;"Cliente 1320";"cliente1320@email.com";"2022-09-01 00:00:00"
1321;"Cliente 1321";"cliente1321@email.com";"2022-05-17 00:00:00"
1322;"Cliente 1322";"cliente1322@email.com";"2022-09-09 00:00:00"
1323;"Cliente 1323";"cliente1323@email.com";"2022-07-04 00:00:00"
1324;"Cliente 1324";"cliente1324@email.com";"2022-11-17 00:00:00"
1325;"Cliente 1325";"cliente1325@email.com";"2022-06-24 00:00:00"
1326;"Cliente 1326";"cliente1326@email.com";"2022-11-09 00:00:00"
1327;"Cliente 1327";"cliente1327@email.com";"2022-11-12 00:00:00"
1328;"Cliente 1328";"cliente1328@email.com";"2022-04-08 00:00:00"
1329;"Cliente 1329";"cliente1329@email.com";"2022-03-02 00:00:00"
1330;"Cliente 1330";"cliente1330@email.com";"2022-06-30 00:00:00"
1331;"Cliente 1331";"cliente1331@email.com";"2022-09-13 00:00:00"
1332;"Cliente 1332";"cliente1332@email.com";"2022-06-08 00:00:00"
1333;"Cliente 1333";"cliente1333@email.com";"2022-07-05 00:00:00"
1334;"Cliente 1334";"cliente1334@email.com";"2022-07-27 00:00:00"
1335;"Cliente 1335";"cliente1335@email.com";"2022-02-26 00:00:00"
1336;"Cliente 1336";"cliente1336@email.com";"2022-06-15 00:00:00"
1337;"Cliente 1337";"cliente1337@email.com";"2022-10-19 00:00:00"
1338;"Cliente 1338";"cliente1338@email.com";"2022-09-30 00:00:00"
1339;"Cliente 1339";"cliente1339@email.com";"2022-08-03 00:00:00"
1340;"Cliente 1340";"cliente1340@email.com";"2022-02-17 00:00:00"
1341;"Cliente 1341";"cliente1341@email.com";"2022-04-05 00:00:00"
1342;"Cliente 1342";"cliente1342@email.com";"2022-05-16 00:00:00"
1343;"Cliente 1343";"cliente1343@email.com";"2022-08-17 00:00:00"
1344;"Cliente 1344";"cliente1344@email.com";"2022-08-16 00:00:00"
1345;"Cliente 1345";"cliente1345@email.com";"2023-01-01 00:00:00"
1346;"Cliente 1346";"cliente1346@email.com";"2022-10-25 00:00:00"
1347;"Cliente 1347";"cliente1347@email.com";"2022-09-03 00:00:00"
1348;"Cliente 1348";"cliente1348@email.com";"2022-12-08 00:00:00"
1349;"Cliente 1349";"cliente1349@email.com";"2022-06-12 00:00:00"
1350;"Cliente 1350";"cliente1350@email.com";"2022-03-18 00:00:00"
1351;"Cliente 1351";"cliente1351@email.com";"2022-09-24 00:00:00"
1352;"Cliente 1352";"cliente1352@email.com";"2022-12-09 00:00:00"
1353;"Cliente 1353";"cliente1353@email.com";"2022-11-14 00:00:00"
1354;"Cliente 1354";"cliente1354@email.com";"2022-12-16 00:00:00"
1355;"Cliente 1355";"cliente1355@email.com";"2022-02-24 00:00:00"
1356;"Cliente 1356";"cliente1356@email.com";"2022-09-14 00:00:00"
1357;"Cliente 1357";"cliente1357@email.com";"2022-01-14 00:00:00"
1358;"Cliente 1358";"cliente1358@email.com";"2022-12-23 00:00:00"
1359;"Cliente 1359";"cliente1359@email.com";"2022-11-13 00:00:00"
1360;"Cliente 1360";"cliente1360@email.com";"2022-07-03 00:00:00"
1361;"Cliente 1361";"cliente1361@email.com";"2022-12-26 00:00:00"
1362;"Cliente 1362";"cliente1362@email.com";"2022-05-10 00:00:00"
1363;"Cliente 1363";"cliente1363@email.com";"2022-12-03 00:00:00"
1364;"Cliente 1364";"cliente1364@email.com";"2022-11-29 00:00:00"
1365;"Cliente 1365";"cliente1365@email.com";"2022-02-06 00:00:00"
1366;"Cliente 1366";"cliente1366@email.com";"2022-10-09 00:00:00"
1367;"Cliente 1367";"cliente1367@email.com";"2022-12-20 00:00:00"
1368;"Cliente 1368";"cliente1368@email.com";"2022-09-02 00:00:00"
1369;"Cliente 1369";"cliente1369@email.com";"2022-01-31 00:00:00"
1370;"Cliente 1370";"cliente1370@email.com";"2022-09-11 00:00:00"
1371;"Cliente 1371";"cliente1371@email.com";"2022-09-15 00:00:00"
1372;"Cliente 1372";"cliente1372@email.com";"2022-08-29 00:00:00"
1373;"Cliente 1373";"cliente1373@email.com";"2022-11-01 00:00:00"
1374;"Cliente 1374";"cliente1374@email.com";"2022-09-12 00:00:00"
1375;"Cliente 1375";"cliente1375@email.com";"2022-03-15 00:00:00"
1376;"Cliente 1376";"cliente1376@email.com";"2022-02-22 00:00:00"
1377;"Cliente 1377";"cliente1377@email.com";"2022-04-05 00:00:00"
1378;"Cliente 1378";"cliente1378@email.com";"2022-04-19 00:00:00"
1379;"Cliente 1379";"cliente1379@email.com";"2022-10-27 00:00:00"
1380;"Cliente 1380";"cliente1380@email.com";"2022-07-19 00:00:00"
1381;"Cliente 1381";"cliente1381@email.com";"2022-03-28 00:00:00"
1382;"Cliente 1382";"cliente1382@email.com";"2022-12-18 00:00:00"
1383;"Cliente 1383";"cliente1383@email.com";"2022-05-07 00:00:00"
1384;"Cliente 1384";"cliente1384@email.com";"2022-06-11 00:00:00"
1385;"Cliente 1385";"cliente1385@email.com";"2022-08-15 00:00:00"
1386;"Cliente 1386";"cliente1386@email.com";"2022-02-02 00:00:00"
1387;"Cliente 1387";"cliente1387@email.com";"2022-10-03 00:00:00"
1388;"Cliente 1388";"cliente1388@email.com";"2022-06-17 00:00:00"
1389;"Cliente 1389";"cliente1389@email.com";"2022-12-26 00:00:00"
1390;"Cliente 1390";"cliente1390@email.com";"2022-08-09 00:00:00"
1391;"Cliente 1391";"cliente1391@email.com";"2022-04-16 00:00:00"
1392;"Cliente 1392";"cliente1392@email.com";"2022-03-22 00:00:00"
1393;"Cliente 1393";"cliente1393@email.com";"2022-08-30 00:00:00"
1394;"Cliente 1394";"cliente1394@email.com";"2022-06-09 00:00:00"
1395;"Cliente 1395";"cliente1395@email.com";"2022-11-11 00:00:00"
1396;"Cliente 1396";"cliente1396@email.com";"2022-07-18 00:00:00"
1397;"Cliente 1397";"cliente1397@email.com";"2022-11-24 00:00:00"
1398;"Cliente 1398";"cliente1398@email.com";"2022-03-02 00:00:00"
1399;"Cliente 1399";"cliente1399@email.com";"2022-10-21 00:00:00"
1400;"Cliente 1400";"cliente1400@email.com";"2022-07-28 00:00:00"
1401;"Cliente 1401";"cliente1401@email.com";"2022-10-13 00:00:00"
1402;"Cliente 1402";"cliente1402@email.com";"2022-08-28 00:00:00"
1403;"Cliente 1403";"cliente1403@email.com";"2022-06-24 00:00:00"
1404;"Cliente 1404";"cliente1404@email.com";"2022-07-17 00:00:00"
1405;"Cliente 1405";"cliente1405@email.com";"2022-12-23 00:00:00"
1406;"Cliente 1406";"cliente1406@email.com";"2022-11-14 00:00:00"
1407;"Cliente 1407";"cliente1407@email.com";"2022-07-26 00:00:00"
1408;"Cliente 1408";"cliente1408@email.com";"2022-03-14 00:00:00"
1409;"Cliente 1409";"cliente1409@email.com";"2022-06-14 00:00:00"
1410;"Cliente 1410";"cliente1410@email.com";"2022-11-14 00:00:00"
1411;"Cliente 1411";"cliente1411@email.com";"2022-02-19 00:00:00"
1412;"Cliente 1412";"cliente1412@email.com";"2022-08-23 00:00:00"
1413;"Cliente 1413";"cliente1413@email.com";"2022-07-03 00:00:00"
1414;"Cliente 1414";"cliente1414@email.com";"2022-04-28 00:00:00"
1415;"Cliente 1415";"cliente1415@email.com";"2022-11-30 00:00:00"
1416;"Cliente 1416";"cliente1416@email.com";"2022-06-26 00:00:00"
1417;"Cliente 1417";"cliente1417@email.com";"2022-06-24 00:00:00"
1418;"Cliente 1418";"cliente1418@email.com";"2022-10-21 00:00:00"
1419;"Cliente 1419";"cliente1419@email.com";"2022-12-28 00:00:00"
1420;"Cliente 1420";"cliente1420@email.com";"2022-04-08 00:00:00"
1421;"Cliente 1421";"cliente1421@email.com";"2022-10-30 00:00:00"
1422;"Cliente 1422";"cliente1422@email.com";"2022-10-18 00:00:00"
1423;"Cliente 1423";"cliente1423@email.com";"2022-03-05 00:00:00"
1424;"Cliente 1424";"cliente1424@email.com";"2022-12-13 00:00:00"
1425;"Cliente 1425";"cliente1425@email.com";"2022-10-08 00:00:00"
1426;"Cliente 1426";"cliente1426@email.com";"2022-02-28 00:00:00"
1427;"Cliente 1427";"cliente1427@email.com";"2022-10-04 00:00:00"
1428;"Cliente 1428";"cliente1428@email.com";"2022-08-25 00:00:00"
1429;"Cliente 1429";"cliente1429@email.com";"2022-11-25 00:00:00"
1430;"Cliente 1430";"cliente1430@email.com";"2022-07-13 00:00:00"
1431;"Cliente 1431";"cliente1431@email.com";"2022-03-10 00:00:00"
1432;"Cliente 1432";"cliente1432@email.com";"2022-12-19 00:00:00"
1433;"Cliente 1433";"cliente1433@email.com";"2022-05-29 00:00:00"
1434;"Cliente 1434";"cliente1434@email.com";"2022-08-17 00:00:00"
1435;"Cliente 1435";"cliente1435@email.com";"2022-09-07 00:00:00"
1436;"Cliente 1436";"cliente1436@email.com";"2022-02-17 00:00:00"
1437;"Cliente 1437";"cliente1437@email.com";"2022-08-09 00:00:00"
1438;"Cliente 1438";"cliente1438@email.com";"2022-09-08 00:00:00"
1439;"Cliente 1439";"cliente1439@email.com";"2022-03-18 00:00:00"
1440;"Cliente 1440";"cliente1440@email.com";"2022-06-25 00:00:00"
1441;"Cliente 1441";"cliente1441@email.com";"2022-05-02 00:00:00"
1442;"Cliente 1442";"cliente1442@email.com";"2022-06-09 00:00:00"
1443;"Cliente 1443";"cliente1443@email.com";"2022-06-03 00:00:00"
1444;"Cliente 1444";"cliente1444@email.com";"2022-09-02 00:00:00"
1445;"Cliente 1445";"cliente1445@email.com";"2022-09-20 00:00:00"
1446;"Cliente 1446";"cliente1446@email.com";"2022-09-02 00:00:00"
1447;"Cliente 1447";"cliente1447@email.com";"2022-10-17 00:00:00"
1448;"Cliente 1448";"cliente1448@email.com";"2022-10-23 00:00:00"
1449;"Cliente 1449";"cliente1449@email.com";"2022-06-02 00:00:00"
1450;"Cliente 1450";"cliente1450@email.com";"2022-09-27 00:00:00"
1451;"Cliente 1451";"cliente1451@email.com";"2022-08-15 00:00:00"
1452;"Cliente 1452";"cliente1452@email.com";"2022-11-26 00:00:00"
1453;"Cliente 1453";"cliente1453@email.com";"2022-09-05 00:00:00"
1454;"Cliente 1454";"cliente1454@email.com";"2022-12-06 00:00:00"
1455;"Cliente 1455";"cliente1455@email.com";"2022-12-26 00:00:00"
1456;"Cliente 1456";"cliente1456@email.com";"2022-09-21 00:00:00"
1457;"Cliente 1457";"cliente1457@email.com";"2022-06-20 00:00:00"
1458;"Cliente 1458";"cliente1458@email.com";"2022-07-31 00:00:00"
1459;"Cliente 1459";"cliente1459@email.com";"2022-08-09 00:00:00"
1460;"Cliente 1460";"cliente1460@email.com";"2022-01-20 00:00:00"
1461;"Cliente 1461";"cliente1461@email.com";"2022-03-04 00:00:00"
1462;"Cliente 1462";"cliente1462@email.com";"2022-02-20 00:00:00"
1463;"Cliente 1463";"cliente1463@email.com";"2022-01-17 00:00:00"
1464;"Cliente 1464";"cliente1464@email.com";"2022-11-05 00:00:00"
1465;"Cliente 1465";"cliente1465@email.com";"2022-06-07 00:00:00"
1466;"Cliente 1466";"cliente1466@email.com";"2022-07-09 00:00:00"
1467;"Cliente 1467";"cliente1467@email.com";"2022-08-11 00:00:00"
1468;"Cliente 1468";"cliente1468@email.com";"2022-08-14 00:00:00"
1469;"Cliente 1469";"cliente1469@email.com";"2022-04-23 00:00:00"
1470;"Cliente 1470";"cliente1470@email.com";"2022-08-18 00:00:00"
1471;"Cliente 1471";"cliente1471@email.com";"2022-12-24 00:00:00"
1472;"Cliente 1472";"cliente1472@email.com";"2022-10-03 00:00:00"
1473;"Cliente 1473";"cliente1473@email.com";"2022-04-26 00:00:00"
1474;"Cliente 1474";"cliente1474@email.com";"2022-11-17 00:00:00"
1475;"Cliente 1475";"cliente1475@email.com";"2022-10-12 00:00:00"
1476;"Cliente 1476";"cliente1476@email.com";"2022-11-22 00:00:00"
1477;"Cliente 1477";"cliente1477@email.com";"2022-10-17 00:00:00"
1478;"Cliente 1478";"cliente1478@email.com";"2022-06-21 00:00:00"
1479;"Cliente 1479";"cliente1479@email.com";"2022-01-02 00:00:00"
1480;"Cliente 1480";"cliente1480@email.com";"2022-07-01 00:00:00"
1481;"Cliente 1481";"cliente1481@email.com";"2022-08-25 00:00:00"
1482;"Cliente 1482";"cliente1482@email.com";"2022-01-31 00:00:00"
1483;"Cliente 1483";"cliente1483@email.com";"2022-05-04 00:00:00"
1484;"Cliente 1484";"cliente1484@email.com";"2022-09-23 00:00:00"
1485;"Cliente 1485";"cliente1485@email.com";"2022-01-12 00:00:00"
1486;"Cliente 1486";"cliente1486@email.com";"2022-04-16 00:00:00"
1487;"Cliente 1487";"cliente1487@email.com";"2022-04-16 00:00:00"
1488;"Cliente 1488";"cliente1488@email.com";"2022-04-03 00:00:00"
1489;"Cliente 1489";"cliente1489@email.com";"2022-05-14 00:00:00"
1490;"Cliente 1490";"cliente1490@email.com";"2022-10-21 00:00:00"
1491;"Cliente 1491";"cliente1491@email.com";"2022-04-29 00:00:00"
1492;"Cliente 1492";"cliente1492@email.com";"2022-02-10 00:00:00"
1493;"Cliente 1493";"cliente1493@email.com";"2022-10-21 00:00:00"
1494;"Cliente 1494";"cliente1494@email.com";"2022-02-03 00:00:00"
1495;"Cliente 1495";"cliente1495@email.com";"2022-04-27 00:00:00"
1496;"Cliente 1496";"cliente1496@email.com";"2022-05-02 00:00:00"
1497;"Cliente 1497";"cliente1497@email.com";"2022-05-20 00:00:00"
1498;"Cliente 1498";"cliente1498@email.com";"2022-08-29 00:00:00"
1499;"Cliente 1499";"cliente1499@email.com";"2022-10-03 00:00:00"
1500;"Cliente 1500";"cliente1500@email.com";"2022-03-31 00:00:00"
1501;"Cliente 1501";"cliente1501@email.com";"2022-04-17 00:00:00"
1502;"Cliente 1502";"cliente1502@email.com";"2022-02-03 00:00:00"
1503;"Cliente 1503";"cliente1503@email.com";"2022-10-05 00:00:00"
1504;"Cliente 1504";"cliente1504@email.com";"2022-11-05 00:00:00"
1505;"Cliente 1505";"cliente1505@email.com";"2022-05-28 00:00:00"
1506;"Cliente 1506";"cliente1506@email.com";"2022-08-11 00:00:00"
1507;"Cliente 1507";"cliente1507@email.com";"2022-07-14 00:00:00"
1508;"Cliente 1508";"cliente1508@email.com";"2022-01-04 00:00:00"
1509;"Cliente 1509";"cliente1509@email.com";"2022-11-22 00:00:00"
1510;"Cliente 1510";"cliente1510@email.com";"2022-10-15 00:00:00"
1511;"Cliente 1511";"cliente1511@email.com";"2022-05-24 00:00:00"
1512;"Cliente 1512";"cliente1512@email.com";"2022-06-16 00:00:00"
1513;"Cliente 1513";"cliente1513@email.com";"2022-10-19 00:00:00"
1514;"Cliente 1514";"cliente1514@email.com";"2022-01-18 00:00:00"
1515;"Cliente 1515";"cliente1515@email.com";"2022-01-18 00:00:00"
1516;"Cliente 1516";"cliente1516@email.com";"2022-09-30 00:00:00"
1517;"Cliente 1517";"cliente1517@email.com";"2022-08-07 00:00:00"
1518;"Cliente 1518";"cliente1518@email.com";"2022-11-24 00:00:00"
1519;"Cliente 1519";"cliente1519@email.com";"2022-01-27 00:00:00"
1520;"Cliente 1520";"cliente1520@email.com";"2022-06-16 00:00:00"
1521;"Cliente 1521";"cliente1521@email.com";"2022-05-31 00:00:00"
1522;"Cliente 1522";"cliente1522@email.com";"2022-01-09 00:00:00"
1523;"Cliente 1523";"cliente1523@email.com";"2022-09-01 00:00:00"
1524;"Cliente 1524";"cliente1524@email.com";"2022-02-23 00:00:00"
1525;"Cliente 1525";"cliente1525@email.com";"2022-07-25 00:00:00"
1526;"Cliente 1526";"cliente1526@email.com";"2022-11-15 00:00:00"
1527;"Cliente 1527";"cliente1527@email.com";"2022-12-21 00:00:00"
1528;"Cliente 1528";"cliente1528@email.com";"2022-12-06 00:00:00"
1529;"Cliente 1529";"cliente1529@email.com";"2022-02-15 00:00:00"
1530;"Cliente 1530";"cliente1530@email.com";"2022-07-25 00:00:00"
1531;"Cliente 1531";"cliente1531@email.com";"2022-12-10 00:00:00"
1532;"Cliente 1532";"cliente1532@email.com";"2022-11-28 00:00:00"
1533;"Cliente 1533";"cliente1533@email.com";"2022-09-09 00:00:00"
1534;"Cliente 1534";"cliente1534@email.com";"2022-06-25 00:00:00"
1535;"Cliente 1535";"cliente1535@email.com";"2022-01-22 00:00:00"
1536;"Cliente 1536";"cliente1536@email.com";"2022-09-11 00:00:00"
1537;"Cliente 1537";"cliente1537@email.com";"2022-01-03 00:00:00"
1538;"Cliente 1538";"cliente1538@email.com";"2022-08-09 00:00:00"
1539;"Cliente 1539";"cliente1539@email.com";"2022-10-03 00:00:00"
1540;"Cliente 1540";"cliente1540@email.com";"2022-05-23 00:00:00"
1541;"Cliente 1541";"cliente1541@email.com";"2022-05-26 00:00:00"
1542;"Cliente 1542";"cliente1542@email.com";"2022-11-07 00:00:00"
1543;"Cliente 1543";"cliente1543@email.com";"2022-10-24 00:00:00"
1544;"Cliente 1544";"cliente1544@email.com";"2022-08-21 00:00:00"
1545;"Cliente 1545";"cliente1545@email.com";"2022-09-08 00:00:00"
1546;"Cliente 1546";"cliente1546@email.com";"2022-09-23 00:00:00"
1547;"Cliente 1547";"cliente1547@email.com";"2022-06-09 00:00:00"
1548;"Cliente 1548";"cliente1548@email.com";"2022-07-27 00:00:00"
1549;"Cliente 1549";"cliente1549@email.com";"2022-03-04 00:00:00"
1550;"Cliente 1550";"cliente1550@email.com";"2022-06-23 00:00:00"
1551;"Cliente 1551";"cliente1551@email.com";"2022-01-14 00:00:00"
1552;"Cliente 1552";"cliente1552@email.com";"2022-09-13 00:00:00"
1553;"Cliente 1553";"cliente1553@email.com";"2022-04-25 00:00:00"
1554;"Cliente 1554";"cliente1554@email.com";"2022-06-18 00:00:00"
1555;"Cliente 1555";"cliente1555@email.com";"2022-09-13 00:00:00"
1556;"Cliente 1556";"cliente1556@email.com";"2022-12-30 00:00:00"
1557;"Cliente 1557";"cliente1557@email.com";"2022-03-07 00:00:00"
1558;"Cliente 1558";"cliente1558@email.com";"2022-09-24 00:00:00"
1559;"Cliente 1559";"cliente1559@email.com";"2022-10-22 00:00:00"
1560;"Cliente 1560";"cliente1560@email.com";"2022-11-04 00:00:00"
1561;"Cliente 1561";"cliente1561@email.com";"2022-05-19 00:00:00"
1562;"Cliente 1562";"cliente1562@email.com";"2022-04-07 00:00:00"
1563;"Cliente 1563";"cliente1563@email.com";"2022-04-15 00:00:00"
1564;"Cliente 1564";"cliente1564@email.com";"2022-08-08 00:00:00"
1565;"Cliente 1565";"cliente1565@email.com";"2022-07-12 00:00:00"
1566;"Cliente 1566";"cliente1566@email.com";"2022-07-02 00:00:00"
1567;"Cliente 1567";"cliente1567@email.com";"2022-10-13 00:00:00"
1568;"Cliente 1568";"cliente1568@email.com";"2022-12-18 00:00:00"
1569;"Cliente 1569";"cliente1569@email.com";"2022-07-03 00:00:00"
1570;"Cliente 1570";"cliente1570@email.com";"2022-08-11 00:00:00"
1571;"Cliente 1571";"cliente1571@email.com";"2022-03-24 00:00:00"
1572;"Cliente 1572";"cliente1572@email.com";"2022-06-26 00:00:00"
1573;"Cliente 1573";"cliente1573@email.com";"2022-06-23 00:00:00"
1574;"Cliente 1574";"cliente1574@email.com";"2022-07-01 00:00:00"
1575;"Cliente 1575";"cliente1575@email.com";"2022-01-07 00:00:00"
1576;"Cliente 1576";"cliente1576@email.com";"2022-07-17 00:00:00"
1577;"Cliente 1577";"cliente1577@email.com";"2022-04-13 00:00:00"
1578;"Cliente 1578";"cliente1578@email.com";"2022-07-06 00:00:00"
1579;"Cliente 1579";"cliente1579@email.com";"2022-02-12 00:00:00"
1580;"Cliente 1580";"cliente1580@email.com";"2022-12-29 00:00:00"
1581;"Cliente 1581";"cliente1581@email.com";"2022-05-24 00:00:00"
1582;"Cliente 1582";"cliente1582@email.com";"2022-04-27 00:00:00"
1583;"Cliente 1583";"cliente1583@email.com";"2022-12-15 00:00:00"
1584;"Cliente 1584";"cliente1584@email.com";"2022-11-15 00:00:00"
1585;"Cliente 1585";"cliente1585@email.com";"2022-11-30 00:00:00"
1586;"Cliente 1586";"cliente1586@email.com";"2022-10-11 00:00:00"
1587;"Cliente 1587";"cliente1587@email.com";"2022-06-29 00:00:00"
1588;"Cliente 1588";"cliente1588@email.com";"2022-06-08 00:00:00"
1589;"Cliente 1589";"cliente1589@email.com";"2022-02-03 00:00:00"
1590;"Cliente 1590";"cliente1590@email.com";"2022-05-26 00:00:00"
1591;"Cliente 1591";"cliente1591@email.com";"2022-09-07 00:00:00"
1592;"Cliente 1592";"cliente1592@email.com";"2022-07-25 00:00:00"
1593;"Cliente 1593";"cliente1593@email.com";"2022-03-15 00:00:00"
1594;"Cliente 1594";"cliente1594@email.com";"2022-06-18 00:00:00"
1595;"Cliente 1595";"cliente1595@email.com";"2022-06-02 00:00:00"
1596;"Cliente 1596";"cliente1596@email.com";"2022-08-10 00:00:00"
1597;"Cliente 1597";"cliente1597@email.com";"2022-07-31 00:00:00"
1598;"Cliente 1598";"cliente1598@email.com";"2022-08-30 00:00:00"
1599;"Cliente 1599";"cliente1599@email.com";"2022-12-17 00:00:00"
1600;"Cliente 1600";"cliente1600@email.com";"2022-07-13 00:00:00"
1601;"Cliente 1601";"cliente1601@email.com";"2022-12-03 00:00:00"
1602;"Cliente 1602";"cliente1602@email.com";"2022-07-12 00:00:00"
1603;"Cliente 1603";"cliente1603@email.com";"2022-06-29 00:00:00"
1604;"Cliente 1604";"cliente1604@email.com";"2022-03-13 00:00:00"
1605;"Cliente 1605";"cliente1605@email.com";"2022-11-25 00:00:00"
1606;"Cliente 1606";"cliente1606@email.com";"2022-07-12 00:00:00"
1607;"Cliente 1607";"cliente1607@email.com";"2022-09-07 00:00:00"
1608;"Cliente 1608";"cliente1608@email.com";"2022-05-10 00:00:00"
1609;"Cliente 1609";"cliente1609@email.com";"2022-06-01 00:00:00"
1610;"Cliente 1610";"cliente1610@email.com";"2022-09-30 00:00:00"
1611;"Cliente 1611";"cliente1611@email.com";"2022-05-04 00:00:00"
1612;"Cliente 1612";"cliente1612@email.com";"2022-04-12 00:00:00"
1613;"Cliente 1613";"cliente1613@email.com";"2022-01-24 00:00:00"
1614;"Cliente 1614";"cliente1614@email.com";"2022-10-17 00:00:00"
1615;"Cliente 1615";"cliente1615@email.com";"2022-04-18 00:00:00"
1616;"Cliente 1616";"cliente1616@email.com";"2022-02-08 00:00:00"
1617;"Cliente 1617";"cliente1617@email.com";"2022-12-20 00:00:00"
1618;"Cliente 1618";"cliente1618@email.com";"2022-10-12 00:00:00"
1619;"Cliente 1619";"cliente1619@email.com";"2022-09-27 00:00:00"
1620;"Cliente 1620";"cliente1620@email.com";"2022-05-30 00:00:00"
1621;"Cliente 1621";"cliente1621@email.com";"2022-12-17 00:00:00"
1622;"Cliente 1622";"cliente1622@email.com";"2022-06-11 00:00:00"
1623;"Cliente 1623";"cliente1623@email.com";"2022-01-22 00:00:00"
1624;"Cliente 1624";"cliente1624@email.com";"2022-02-12 00:00:00"
1625;"Cliente 1625";"cliente1625@email.com";"2022-11-20 00:00:00"
1626;"Cliente 1626";"cliente1626@email.com";"2022-06-22 00:00:00"
1627;"Cliente 1627";"cliente1627@email.com";"2022-11-09 00:00:00"
1628;"Cliente 1628";"cliente1628@email.com";"2022-05-18 00:00:00"
1629;"Cliente 1629";"cliente1629@email.com";"2022-01-20 00:00:00"
1630;"Cliente 1630";"cliente1630@email.com";"2022-11-25 00:00:00"
1631;"Cliente 1631";"cliente1631@email.com";"2022-08-02 00:00:00"
1632;"Cliente 1632";"cliente1632@email.com";"2022-05-14 00:00:00"
1633;"Cliente 1633";"cliente1633@email.com";"2022-04-12 00:00:00"
1634;"Cliente 1634";"cliente1634@email.com";"2022-02-21 00:00:00"
1635;"Cliente 1635";"cliente1635@email.com";"2022-02-24 00:00:00"
1636;"Cliente 1636";"cliente1636@email.com";"2022-01-15 00:00:00"
1637;"Cliente 1637";"cliente1637@email.com";"2022-07-04 00:00:00"
1638;"Cliente 1638";"cliente1638@email.com";"2022-01-06 00:00:00"
1639;"Cliente 1639";"cliente1639@email.com";"2022-11-17 00:00:00"
1640;"Cliente 1640";"cliente1640@email.com";"2022-09-04 00:00:00"
1641;"Cliente 1641";"cliente1641@email.com";"2022-06-19 00:00:00"
1642;"Cliente 1642";"cliente1642@email.com";"2022-09-06 00:00:00"
1643;"Cliente 1643";"cliente1643@email.com";"2022-08-29 00:00:00"
1644;"Cliente 1644";"cliente1644@email.com";"2022-06-06 00:00:00"
1645;"Cliente 1645";"cliente1645@email.com";"2022-08-27 00:00:00"
1646;"Cliente 1646";"cliente1646@email.com";"2022-11-19 00:00:00"
1647;"Cliente 1647";"cliente1647@email.com";"2022-04-02 00:00:00"
1648;"Cliente 1648";"cliente1648@email.com";"2022-09-02 00:00:00"
1649;"Cliente 1649";"cliente1649@email.com";"2022-09-20 00:00:00"
1650;"Cliente 1650";"cliente1650@email.com";"2022-03-03 00:00:00"
1651;"Cliente 1651";"cliente1651@email.com";"2022-12-08 00:00:00"
1652;"Cliente 1652";"cliente1652@email.com";"2022-07-13 00:00:00"
1653;"Cliente 1653";"cliente1653@email.com";"2022-01-02 00:00:00"
1654;"Cliente 1654";"cliente1654@email.com";"2022-11-17 00:00:00"
1655;"Cliente 1655";"cliente1655@email.com";"2022-03-06 00:00:00"
1656;"Cliente 1656";"cliente1656@email.com";"2022-07-09 00:00:00"
1657;"Cliente 1657";"cliente1657@email.com";"2022-08-22 00:00:00"
1658;"Cliente 1658";"cliente1658@email.com";"2022-08-02 00:00:00"
1659;"Cliente 1659";"cliente1659@email.com";"2022-03-08 00:00:00"
1660;"Cliente 1660";"cliente1660@email.com";"2022-04-15 00:00:00"
1661;"Cliente 1661";"cliente1661@email.com";"2022-12-28 00:00:00"
1662;"Cliente 1662";"cliente1662@email.com";"2022-04-01 00:00:00"
1663;"Cliente 1663";"cliente1663@email.com";"2022-08-18 00:00:00"
1664;"Cliente 1664";"cliente1664@email.com";"2022-06-07 00:00:00"
1665;"Cliente 1665";"cliente1665@email.com";"2022-01-14 00:00:00"
1666;"Cliente 1666";"cliente1666@email.com";"2022-01-02 00:00:00"
1667;"Cliente 1667";"cliente1667@email.com";"2022-06-02 00:00:00"
